SID,Grade,late_mins,leave_early_mins,duration,duration_pct,present_sessions,joined_sessions,duration_std,score_avg_1,score_avg_2,score_avg_1_pctile,score_avg_2_pctile,quiz_completion_pct,has_quiz_data,called_on_days,response_pct,success_call_days,call_pctile,days_to_end,dropout
22001767,Grade 8,12.42948718,5.384615385,42.73717949,70.66245088,145,75,13.2095333,84.89819579,89.08808541,78.77046122,74.37778303,95.62193126,1,0,0,0,38.21848308,92,TRUE
22001769,Grade 2,9.75,15,35.75,59.17349727,3,3,24.67623688,30.25075,61.19720098,56.3007458,60.85638708,50.01344086,1,1,50,1,33.26709948,164,TRUE
22001778,Grade 2,11.21875,9.625,39.56875,65.47729601,134,84,18.40242733,28.65242204,56.17795395,55.19283405,55.38755098,48.76792115,1,10,94.44444444,9,73.3208735,3,FALSE
22001782,Grade 8,12.92957746,1.816901408,46.15492958,76.09736362,69,53,12.28198203,0,0,18.55033604,18.55033604,17.12750825,1,0,0,0,38.21848308,108,TRUE
22001794,Grade 2,24.1171875,11.125,25.1015625,41.48717802,148,98,19.53692927,49.53870878,68.87319473,73.91482053,72.03010765,69.24283154,1,0,0,0,24.55997722,0,FALSE
22001797,Grade 1,1.103174603,0.333333333,57.78571429,97.5988427,126,66,3.211497203,48.29610507,71.15414391,45.06513793,50.37025533,67.0923913,1,1,50,1,30.02292101,1,FALSE
22001804,Grade 2,22.14375,5.13125,33.39375,54.83914611,134,83,16.28832081,32.99527509,58.65099923,64.01870017,60.82056652,58.52150538,1,41,95.92074592,39,93.29374968,0,FALSE
22001805,Grade 2,2.839694656,2.183206107,55.16793893,91.35552902,126,63,11.06216885,6.967051971,18.42715152,21.82620596,22.98899666,30.84677419,1,5,50,5,44.57144731,1,FALSE
22001808,Grade 2,10.26108374,14.38423645,35.86206897,59.40567209,144,64,23.60086191,58.55120878,79.83154945,83.42150704,78.92051508,72.07885305,1,10,40,8,56.20188209,1,FALSE
22001820,Grade 4,10.61658031,2.865284974,42.38860104,75.3191459,185,115,15.26738335,22.36665217,38.05584416,46.08677089,46.39680167,36.56243937,1,0,0,0,28.55876512,1,FALSE
22001832,Grade 5,6.551440329,2.353909465,47.72839506,84.44020194,232,112,12.42200029,32.69102568,75.909829,63.02616155,70.46701833,42.53401253,1,18,57.34126984,10,81.32781133,0,FALSE
22001839,Grade 1,6.757225434,3.953757225,47.77456647,81.32009571,161,91,15.5530241,69.82599638,79.34970238,62.62154278,59.72027154,86.05072464,1,29,66.66666667,29,74.03857187,0,FALSE
22001859,Grade 8,14.70850202,5.412955466,37.72874494,65.68010552,211,112,16.70144655,78.29296902,83.10525227,76.19233391,75.76574661,83.87913086,1,0,0,0,38.21848308,1,FALSE
22001909,Grade 2,13.07692308,6.358974359,40.94871795,67.87137363,34,18,16.93011754,24.8441129,53.24725,50.19379845,53.87596899,46.63978495,1,4,50,4,42.39753426,207,TRUE
22001911,Grade 7,23.73684211,7.561403509,29.38596491,48.28102466,40,40,17.7660937,24.72237483,57.64056548,48.37278107,47.33727811,41.86989652,1,0,0,0,34.41778276,176,TRUE
22001913,Grade 4,7.171232877,4.397260274,49.73287671,81.15103636,135,67,15.55470484,29.10502443,60.13942227,61.21650026,56.52554126,48.55798571,1,2,50,2,54.19983338,1,FALSE
22001949,Grade 7,8.202586207,2.349137931,49.84913793,82.35245888,228,124,12.57595449,89.44947981,103.5672054,92.40502256,93.18920819,85.16632359,1,0,0,0,34.41778276,1,FALSE
22001976,Grade 4,7.031847134,5.261146497,48.25477707,79.57374777,142,71,15.75692947,34.07882309,54.14830177,56.35476879,57.4358784,49.07968075,1,0,0,0,29.72339359,1,FALSE
22001999,Grade 3,7.482269504,4.19858156,48.41134752,80.58639413,126,64,17.76717315,41.30630593,65.72831731,65.80594228,61.40800756,58.86542983,1,6,50,6,50.85365343,1,FALSE
22002044,Grade 8,14.72972973,10.73986486,32.33108108,56.51554029,241,137,15.71499921,71.37502789,87.03633903,71.90872164,71.5159838,81.30234907,1,0,0,0,38.21848308,1,FALSE
22002046,Grade 7,8.18537859,4.924281984,44.26370757,76.83765194,334,160,18.3568728,7.43159625,22.89122586,28.56397886,28.9683541,26.18587714,1,31,100,31,91.06648955,1,FALSE
22002047,Grade 4,14.07352941,4.375,37.63970588,66.81053866,243,95,15.19816108,11.65413043,25.99848485,32.66125854,31.81495302,30.56243937,1,4,50,4,54.42173446,0,FALSE
22002057,Grade 5,7.3875,4.25,48.7125,80.03049818,152,89,13.44702511,5.438135901,9.392105263,17.43393009,14.30893009,28.86151686,1,1,0,0,35.5903714,0,FALSE
22002066,Grade 9-12,6.933333333,4.13015873,48.74603175,81.67065781,277,99,19.11511245,53.31188487,59.26031364,90.97944171,83.30381911,91.2966538,1,0,0,0,46.16051206,0,FALSE
22002069,Grade 4,10.91071429,7.279761905,40.38095238,69.70568991,144,84,18.47763157,71.03806587,89.32753796,84.16907514,86.01321034,79.2895758,1,20,100,20,75.63499065,15,FALSE
22002075,Grade 2,7.021126761,2.443661972,51.30985915,84.42823007,137,80,12.52978471,19.43759677,44.58012879,42.73026195,42.54840369,46.65770609,1,0,0,0,24.55997722,1,FALSE
22002105,Grade 3,5.164383562,6.520547945,48.31506849,80.46129945,126,66,19.24461534,69.97301989,89.83987213,83.09601466,84.65246404,77.69137285,1,2,50,2,43.0990238,1,FALSE
22002122,Grade 1,9.519736842,0.763157895,48.33552632,81.97403138,148,84,12.1098417,60.51639493,77.62436179,54.93913858,56.11720326,77.59963768,1,21,57.40740741,15,73.9227002,1,FALSE
22002154,Grade 2,12.53076923,9.923076923,37.80769231,62.56368191,108,61,18.5681632,33.59359498,50.35823549,55.70580293,49.275552,65.32258065,1,7,21.42857143,3,49.89753426,1,FALSE
22002158,Grade 3,7.736842105,4.888157895,47.46710526,78.97157468,135,66,16.44815969,44.1519624,61.1639881,60.57417481,53.88161534,69.31373625,1,0,0,0,26.54809787,1,FALSE
22002183,Grade 4,7.538461538,0.153846154,48.07692308,85.22739887,13,8,12.39933828,9.115058824,24.72272727,29.20487388,30.14795192,27.52151865,1,2,100,2,65.83680794,252,TRUE
22002195,Grade 1,18.33333333,7.083333333,34.16666667,57.03592766,10,9,14.45263948,54.69583333,69.83676471,47.00374532,50.74906367,77.08333333,1,2,0,0,35.07910078,184,TRUE
22002216,Grade 9-12,11.27570093,26.06542056,33.76168224,47.81660057,161,76,19.3867054,50.71143366,71.41727873,75.47936336,72.59813602,73.11256061,1,0,0,0,46.16051206,0,FALSE
22002218,Grade 2,10.45481928,9.25,40.06024096,66.96952111,274,132,19.55832514,57.49318996,80.66303914,84.24055807,84.28372644,71.46505376,1,24,50,24,52.01732048,1,FALSE
22002221,Grade 3,10.88839286,3.013392857,41.375,75.26334386,208,92,14.27539826,11.05256598,20.2,22.53480546,23.06956482,35.09962139,1,1,50,1,45.51491537,1,FALSE
22002234,Grade 2,11.40789474,4.447368421,44.44736842,73.66922737,65,33,17.69248031,17.41273746,47.8327684,39.47770859,47.1345843,37.09677419,1,0,0,0,24.57144731,1,FALSE
22002236,Grade 4,8.923976608,3.093567251,43.83040936,78.3820427,167,84,12.8067266,6.204913793,13.84173077,23.51156069,25.20285652,24.87953082,1,8,83.33333333,6,80.3122014,1,FALSE
22002243,Grade 3,7.620481928,2.590361446,46.65060241,82.43762484,154,89,13.46684704,69.42520475,83.33953431,85.07802416,80.58212705,82.41254169,1,0,0,0,24.51691373,49,TRUE
22002270,Grade 4,25.375,9.25,19.375,35.09615385,5,5,11.57506557,4.941470588,10.39793706,26.76169207,26.45139734,33.83186348,1,0,0,0,29.72339359,1,FALSE
22002271,Grade 6,16.07407407,13.51851852,29.44444444,50.73448387,20,18,19.91777971,17.12952707,45.87650758,41.90178571,41.54761905,33.59573813,1,8,100,8,83.38665056,2,FALSE
22002290,Grade 1,12.62,9.44,36.56,61.70572587,39,18,20.27379932,21.92592593,53.81818182,41.31455399,42.72300469,40.74074074,1,19,66.66666667,19,52.63603465,165,TRUE
22002358,Grade 3,8.402366864,1.644970414,50.30177515,83.40649636,165,95,10.88785077,42.87655034,66.48885989,66.78095611,66.3718191,57.58337855,1,18,66.66666667,18,64.01607198,1,FALSE
22002390,Grade 4,4.188679245,2.226415094,54.16981132,89.08614783,51,28,12.657828,0,0,20,19.91438356,20.82352941,1,0,0,0,29.72339359,169,TRUE
22002393,Grade 2,9.813664596,3.670807453,46.90062112,77.51679529,150,78,15.02007197,39.31461918,63.80219697,64.46416106,62.36590249,62.18637993,1,6,41.66666667,5,46.854056,134,TRUE
22002405,BA 2,12.4,8.6,39.4,65.3308598,5,5,9.343446901,,,,,,0,0,0,0,24.53703704,177,TRUE
22002411,Grade 2,8,11.06666667,41.2,68.40544341,12,12,21.27104,1.324032258,3.420416667,15.38240751,15.57620596,22.17741935,1,3,16.66666667,1,39.89753426,212,TRUE
22002423,Grade 2,13.08333333,1.305555556,45.88888889,76.02503022,36,24,8.60490816,48.10518817,74.86032895,81.00775194,81.58914729,63.97849462,1,1,50,1,33.26709948,177,TRUE
22002440,Grade 2,12.40625,6.364583333,41.96875,68.99976332,81,46,18.67531617,22.3602948,51.99612879,47.40714207,52.61949374,42.65681004,1,9,66.66666667,9,54.52106149,112,TRUE
22002469,Grade 1,6.282608696,3.086956522,49.93478261,84.27656265,90,58,13.11890201,88.16240942,96.51308761,87.78540046,88.05234443,91.23188406,1,18,50,18,64.57348281,1,FALSE
22002498,Grade 5,2.949152542,7.627118644,50.22033898,82.51649204,57,33,12.02593146,6.803043478,23.56944444,18.89785806,19.26550512,23.06717644,1,5,50,5,54.85360545,107,TRUE
22002504,Grade 1,11.27777778,10.9691358,36.82098765,62.21735297,117,56,21.78035593,85.19827899,94.43302225,83.49291451,83.86609587,90.14492754,1,22,97.22222222,21,89.27182368,3,FALSE
22002539,Grade 2,7.651162791,2.418604651,50.53488372,83.43970881,40,22,16.15748218,,,,,,0,0,0,0,24.57144731,221,TRUE
22002546,Grade 8,15.07894737,6.668421053,38.24210526,64.05085107,162,110,18.18349492,34.11182116,66.36135048,54.70957324,57.69141925,47.67690805,1,9,50,9,65.82717873,2,FALSE
22002555,Grade 5,15.23809524,3.8,41.95238095,68.78980309,96,69,14.96944385,29.33723821,65.57575134,55.77046036,53.92156863,45.37402499,1,2,33.33333333,2,39.30367019,3,FALSE
22002569,Grade 1,13.075,9.9,36.325,61.11708073,33,19,17.93204766,44.06666667,62.21176471,41.57303371,43.6329588,70.83333333,1,1,50,1,30.02292101,198,TRUE
22002573,Grade 5,4.195744681,7.987234043,43.45531915,78.01560184,225,93,12.49175469,8.478444293,29.97592172,17.48454817,19.81297954,25.6118193,1,16,100,16,83.73746669,1,FALSE
22002608,Grade 3,14.3495935,7.788617886,38.03252033,63.27091088,102,58,18.40880712,5.542804306,14.1914238,22.64544533,22.40399687,35.6872494,1,1,50,1,38.58513491,1,FALSE
22002621,Grade 3,15.8,10.24,30.488,54.36180326,96,65,17.81428206,17.233739,28.24568182,28.63469251,29.58262263,38.14214338,1,1,0,0,45.51491537,1,FALSE
22002626,Grade 9-12,8.261306533,6.180904523,54,77.56549639,186,97,23.66709347,57.73080147,62.3595969,79.78540015,76.87256786,89.35185185,1,0,0,0,46.75310466,1,FALSE
22002627,Grade K,7.416666667,3.108333333,48.925,82.20955113,114,30,14.00909818,78.37373016,91.72764493,81.9523117,76.29426924,85.44973545,1,26,48.07692308,25,63.51525371,1,FALSE
22002628,BA 4,18.5,0,42,68.85245902,2,2,14.14213562,,,,,,0,2,100,2,65.57377049,252,TRUE
22002636,Grade 4,11.04166667,6.138888889,43.86805556,71.77121102,129,66,16.68182149,6.241793103,14.51818182,24.05281135,25.46185037,28.15539289,1,0,0,0,29.72339359,1,FALSE
22002651,Grade 4,8.344827586,10.77586207,41.5862069,68.08051501,49,38,19.18884406,20.10323529,43.75708791,48.75,47.001868,46.58823529,1,1,33.33333333,1,38.06484211,176,TRUE
22002669,Grade 2,14.83116883,10.51948052,34.92207792,57.80647843,116,59,20.76275337,15.93545699,44.31633929,37.09747786,43.76239943,38.37365591,1,0,0,0,24.57144731,15,FALSE
22002748,Grade 8,13.12173913,11.2,36.53913043,59.85455163,94,69,17.75233464,91.68473788,97.47261227,91.65114872,91.25432332,94.04018434,1,3,50,3,61.47935264,1,FALSE
22002805,Grade 1,9.911764706,9.529411765,39.97058824,67.24231801,29,19,19.07320077,1.666666667,2.5,18.82022472,18.72659176,50,1,6,41.66666667,5,41.72704086,184,TRUE
22002813,Grade 2,4.586466165,1.135338346,54.4962406,90.31290165,130,65,11.0642915,41.35793817,58.33561538,67.95528859,59.06030714,67.82706093,1,2,50,2,46.29090432,1,FALSE
22002823,Grade 1,5.785276074,5.797546012,47.02453988,79.73133162,140,70,19.36776975,87.79891304,97.19362745,90.25136848,90.70422789,90.14492754,1,43,98.07692308,42,91.90985815,1,FALSE
22002917,Grade 2,14.56424581,10.36871508,35.24022346,58.38010942,133,63,20.03181043,28.63369624,60.17152521,53.7492193,58.34711047,47.93010753,1,0,0,0,24.57144731,2,FALSE
22002924,Grade 3,4.4609375,1.875,53.8125,89.55308309,122,66,13.02193788,48.58257989,82.42945586,77.808351,81.56780149,56.83840281,1,15,50,15,66.24717195,1,FALSE
22002927,Grade 9-12,25.16666667,7.070175439,34.49122807,51.02147884,87,73,21.93524082,7.209992785,10.92942577,34.44137737,32.55663899,36.98303282,1,0,0,0,46.16051206,0,FALSE
22002971,Grade 2,12.96108949,4.276264591,43.21789883,71.46748588,243,139,13.45736869,17.58836649,37.47809436,38.76451192,41.97274882,38.70967742,1,0,0,0,24.57144731,1,FALSE
22003027,Grade 8,12.16504854,6.970873786,41.47572816,68.32349175,97,79,13.42140861,2.303126622,12.48295455,25.27058976,25.76349689,19.44977084,1,0,0,0,38.21848308,31,TRUE
22003050,Grade K,3.713780919,0.971731449,52.79151943,92.02341323,278,108,10.21726734,70.09280423,88.76573913,79.35930802,76.75290876,78.30687831,1,11,50,10,65.26509007,0,FALSE
22003059,Grade 1,5.7109375,0.5078125,52.9296875,89.42299786,127,64,6.026429446,80.70679348,88.43303336,75.04411553,70.04645635,91.27717391,1,17,50,17,59.23640416,1,FALSE
22003085,Grade 7,5.074418605,1.027906977,54.61395349,89.88147736,213,128,9.279400898,12.77069982,36.94510448,35.74747646,36.69400763,28.79004381,1,0,0,0,34.41778276,1,FALSE
22003086,Grade 5,9.115740741,15.40277778,36.53240741,59.80782564,163,91,22.36169619,28.88718827,57.09080018,50.28772379,44.24019608,52.21934584,1,0,0,0,28.07741803,0,FALSE
22003096,Grade 5,6.992857143,6.4,47.38571429,78.02944325,129,64,16.15864947,55.73881279,86.16168091,80.29624893,83.94607843,61.54767171,1,1,50,1,36.71889043,1,FALSE
22003160,Grade 6,5.433333333,1.166666667,53.53333333,89.19452344,30,18,9.0238509,1.667384615,9.852727273,20.4375,20.6875,16.93369131,1,0,0,0,29.00552486,246,TRUE
22003202,Grade 4,3.114754098,3.090163934,49.95081967,88.67570886,243,94,9.686741572,35.59942574,71.33420909,67.07632685,71.52941642,46.6182203,1,19,100,19,89.47697283,1,FALSE
22003209,Grade 6,9.703947368,4.065789474,47.03947368,77.22641351,139,72,15.71218011,26.06547762,54.45004513,49.48363095,50.8735119,38.47044727,1,1,50,1,51.9045268,8,FALSE
22003235,Grade 3,7.613095238,6.863095238,45.61309524,75.89729804,135,64,21.86866777,56.19926486,83.77599774,80.68815692,80.79591554,66.64677592,1,15,43.33333333,13,66.24717195,1,FALSE
22003256,Grade 2,12.51633987,5.359477124,42.43137255,70.28687928,135,65,17.30065587,24.14481541,44.32763005,47.47602777,45.9899335,50.77060932,1,0,0,0,24.57144731,3,FALSE
22003262,Grade 2,8.85,2.625,48.775,80.74265517,36,20,16.84543231,13.8163638,37.27024143,33.67913957,35.91930269,38.90232975,1,4,50,4,42.39753426,204,TRUE
22003277,Grade 9-12,14.33962264,7.471698113,45.64150943,67.03403379,45,31,23.78355471,11.71591711,35.70780702,42.36904829,47.56096748,30.9285476,1,0,0,0,53.57142857,177,TRUE
22003286,Grade 7,8.376681614,13.18834081,38.75784753,64.45289707,193,118,16.87032201,63.23173489,90.813242,73.82597694,74.91750686,64.49785792,1,0,0,0,34.41778276,11,FALSE
22003308,Grade 3,7.857142857,4.666666667,47.30612245,79.04414994,134,72,15.18137478,27.18921159,51.74504419,45.4153605,49.76921215,47.1816617,1,17,90,16,87.91530501,1,FALSE
22003332,Grade 8,8.342105263,1.789473684,50.5,83.3524725,75,44,10.35438715,3.180350877,13.94461538,27.04583802,27.24425072,18.95603565,1,0,0,0,38.21848308,176,TRUE
22003333,Grade 5,9.162162162,3.378378378,48.24324324,79.45591556,32,26,19.05460779,29.49765217,69.45377778,58.45588235,63.1127451,38.35403727,1,0,0,0,25.44946037,176,TRUE
22003348,Grade 5,11.11111111,6.444444444,42.66666667,70.82117759,8,5,18.02082129,13.53372671,40.88666667,26.71568627,23.7745098,31.21118012,1,0,0,0,25.44946037,249,TRUE
22003355,Grade 3,4.89516129,4.588709677,50.12903226,83.68583305,114,65,15.86116992,42.2283792,69.59221086,67.30447861,66.27500922,57.00382878,1,11,50,11,59.18698676,1,FALSE
22003384,Grade 5,7.192982456,11.43421053,38.79824561,67.03248948,173,90,22.26717219,57.50002144,85.92583821,78.07571398,81.32592711,64.94143164,1,25,88.33333333,22,94.81484304,1,FALSE
22003400,Grade 9-12,14.55882353,10.94117647,47.44117647,66.08347414,29,21,22.11840201,51.19390813,60.84574446,82.18514866,73.47111479,81.3011063,1,0,0,0,46.29014169,214,TRUE
22003401,Grade K,8.261904762,6.547619048,44.57142857,74.88027105,36,12,18.3318234,0,0,19.24882629,19.24882629,22.22222222,1,7,50,7,41.93506503,193,TRUE
22003424,Grade 2,11.27906977,0.465116279,48.72093023,80.55655049,42,23,10.97903973,27.53197133,55.75916667,54.06976744,56.78294574,51.25448029,1,9,100,9,69.26978818,176,TRUE
22003430,Grade 9-12,19.27607362,13.44785276,35.33128834,53.07629587,140,87,16.66372389,4.649821429,9.299642857,28.074468,28.61794627,28.54388479,1,0,0,0,46.16051206,0,FALSE
22003436,Grade 7,10.25490196,7.656862745,42.54411765,70.24393876,180,118,18.45198842,86.91891663,104.7747782,87.5756937,92.23944357,82.01001433,1,3,50,3,58.57885658,2,FALSE
22003455,Grade 5,12.64750958,8.574712644,36.32950192,64.08903847,185,99,22.75451458,71.80778989,89.58717433,87.29752771,84.30839727,80.30543569,1,28,100,28,97.0692761,1,FALSE
22003458,Grade 2,5.530769231,1.830769231,53.02307692,87.79848172,127,64,11.74566744,55.95637142,79.42964194,81.31498218,81.85320916,70.85573477,1,12,41.66666667,10,59.46275166,2,FALSE
22003496,Grade 2,7.423728814,2.194915254,51.15254237,84.1924739,113,79,11.76015809,26.96232706,45.06415514,52.98504721,48.51666116,55.10304659,1,0,0,0,24.55997722,7,FALSE
22003519,Grade 4,7.264705882,4.424369748,44.99159664,79.5462727,219,95,14.50185252,25.79123437,45.63403593,53.27082239,42.94656868,56.6182203,1,4,37.5,3,54.42173446,2,FALSE
22003537,Grade 2,6.107142857,5.214285714,48.67857143,80.89352043,25,18,17.13357884,62.50605556,84.3026567,83.6492891,81.99052133,73.33333333,1,0,0,0,14.56521739,1,FALSE
22003538,Grade 2,12.08928571,3.428571429,44.76785714,74.0819524,106,60,13.60443896,19.97619624,46.0680649,44.781219,45.53482861,44.56989247,1,8,50,8,52.61492557,8,FALSE
22003575,Grade 5,6.077966102,5.518644068,44.38983051,79.40733254,265,101,16.60036159,,,,,,0,19,100,19,87.56515759,1,FALSE
22003586,Grade 1,7.970873786,1.786407767,49.44660194,83.58803479,100,59,10.70983436,58.65416667,60.67724359,54.32332181,50.84899885,78.1884058,1,1,0,0,30.02292101,15,FALSE
22003606,Grade 6,5.300319489,2.769968051,49.21405751,86.09480619,304,147,12.05019658,20.78851514,69.27397386,52.68154762,60.26190476,30.51877379,1,0,0,0,35.32994116,1,FALSE
22003617,Grade 8,9.404,18.224,32.784,54.32400101,234,131,12.02613219,65.65433981,90.95112655,71.78636051,73.76724358,72.19546343,1,16,50,16,68.65326569,1,FALSE
22003621,Grade 3,13.14393939,0.856060606,46.02272727,76.55689241,129,66,7.642254882,39.46254568,60.16255182,60.61451226,59.62682095,55.55635152,1,5,40,4,49.23328306,1,FALSE
22003649,Grade 5,13.98324022,8.402234637,38.27932961,63.02356207,140,65,20.19929267,20.27253232,50.64920027,34.83722293,33.64903026,37.21735971,1,8,25,4,60.55308732,1,FALSE
22003654,Grade 2,11.53459119,4.79245283,44.24528302,72.96196022,139,77,18.63531321,22.91581452,49.53472024,49.40620522,50.65395496,49.79390681,1,8,61.11111111,7,54.69282746,0,FALSE
22003672,Grade 6,9.1125,6.6,45.3625,74.13461647,71,41,17.98610135,22.37323631,57.2675851,53.25,53.25,41.4906968,1,0,0,0,35.32994116,165,TRUE
22003674,Grade 1,6.541666667,2.916666667,49.70833333,83.76790089,23,17,14.30256641,24.69501812,41.20033256,30.07823754,31.13340896,52.92572464,1,8,37.5,6,44.91056146,184,TRUE
22003677,Grade 3,11.81818182,8.538461538,39.64335664,66.03137074,122,64,19.11507244,62.03743552,81.34397565,78.8916997,78.85597225,71.25208053,1,3,33.33333333,2,45.52957935,1,FALSE
22003680,Grade 7,6.969348659,8.180076628,42.36015326,73.46352113,235,133,16.70814467,41.81702468,63.23544941,53.50355261,51.74019612,55.69512453,1,39,100,39,92.74112002,2,FALSE
22003683,Grade 2,12.77235772,4.861788618,42.58536585,70.61200388,110,61,17.67554893,71.56774283,86.35805678,90.4584114,89.07977883,82.91218638,1,9,38.88888889,7,54.354056,2,FALSE
22003707,Grade 3,6.773722628,6.96350365,46.30656934,77.03695708,123,64,17.39614648,24.75924713,48.79736607,49.38975198,44.12974829,54.90247184,1,2,25,1,48.26755489,2,FALSE
22003776,Grade 7,13.06451613,8.862903226,38.81451613,64.22050212,113,78,14.8446519,0,0,16.26403628,16.26403628,18.77649706,1,0,0,0,34.41778276,31,TRUE
22003790,Grade 2,12.1443299,2.726804124,42.60309278,73.75364684,177,88,14.35566689,23.10887007,47.00628939,49.38462104,46.60714942,51.60394265,1,15,100,15,81.80520034,2,FALSE
22003808,Grade 4,14.79069767,13.30232558,29.56976744,50.14717392,57,33,21.50980116,25.75029229,42.14322344,48.34997373,47.14459505,44.16452068,1,9,100,9,87.13299456,39,TRUE
22003821,Grade 5,4.050359712,1.539568345,55.05755396,90.67009224,134,66,11.41748582,74.02500284,92.24385745,91.60272805,87.99818841,80.30543569,1,9,50,9,62.62562618,1,FALSE
22003844,BA 2,30.69230769,4.846153846,27,43.1722914,11,11,12.69514343,,,,,,0,1,100,1,58.33333333,147,TRUE
22003865,Grade K,11.42857143,8.619047619,41.0952381,68.15327713,20,9,16.45875075,,,,,,0,3,100,3,39.38679245,0,FALSE
22003890,Grade 2,11.87179487,4.602564103,43.42307692,71.92005129,132,70,18.64439325,81.31163978,94.35158709,96.03103531,96.03103531,86.21863799,1,27,92.05882353,25,87.53672372,1,FALSE
22003904,Grade 5,11.13733906,4.321888412,42.68669528,73.29948837,219,129,13.06352661,25.55170925,60.54547619,49.02893223,46.42876172,41.9058302,1,26,100,26,86.58655933,0,FALSE
22003930,Grade 2,14.15384615,13.96153846,32.07692308,53.2565245,21,14,16.27986014,0,0,12.40310078,12.40310078,18.01075269,1,3,50,3,39.89753426,220,TRUE
22004040,Grade 2,15.27513228,8.962962963,35.94179894,59.52731668,147,66,19.24787358,28.53912366,55.82357843,52.84314266,53.58527132,50.2374552,1,10,50,10,56.20188209,1,FALSE
22004044,Grade 4,9.762917933,8.331306991,37.93617021,67.61834289,271,116,18.23371806,43.84859666,76.84468869,74.92643195,77.24014834,54.24865508,1,0,0,0,28.55876512,0,FALSE
22004084,Grade 7,5.456221198,0.875576037,54.11059908,89.20497446,215,118,10.42729361,12.09221381,31.74591818,32.46226113,32.90604811,26.77692277,1,0,0,0,34.41778276,31,TRUE
22004096,Grade 2,6.911764706,2.514705882,50.69852941,84.111416,131,66,12.05439514,33.85919265,61.3205576,63.29723722,62.98495536,54.77150538,1,0,0,0,24.57144731,1,FALSE
22004098,Grade 1,14,10.7037037,34.14814815,57.87221864,23,16,15.87136683,,,,,,0,0,0,0,9.925093633,95,TRUE
22004166,Grade 3,8.818181818,6.709090909,44.54545455,74.01105437,49,27,14.51540457,30.80835381,67.07142857,58.72844828,67.13362069,46.19164619,1,0,0,0,26.54809787,176,TRUE
22004178,HM 6,7.952229299,3.713375796,52.20382166,80.94955131,282,160,20.15490771,47.97914563,74.99958028,65.94791667,68.22470238,57.7230781,1,1,33.33333333,1,46.0784277,0,FALSE
22004195,Grade 4,16.75,13.35204082,25.34183673,45.06307652,242,98,20.06576106,74.51001927,89.23789617,87.25827641,88.01272384,83.21668577,1,15,95.83333333,14,87.81784764,3,FALSE
22004237,Grade 2,23,0.5,38,62.29508197,2,2,14.14213562,,,,,,0,0,0,0,14.56521739,253,TRUE
22004271,Grade 2,8.903703704,4.711111111,46.46666667,76.9726547,119,59,17.10494386,8.878355735,23.78043226,27.53545318,27.76185753,37.87634409,1,9,6.25,1,60.54839662,1,FALSE
22004327,Grade 2,5.464052288,6.732026144,43.4248366,77.46398028,266,98,17.90565175,25.82112903,54.19560503,51.38965429,54.32923693,47.34767025,1,19,87.82051282,17,76.58633353,1,FALSE
22004364,Grade 6,2.178378378,3.7,51.93783784,89.87974236,348,160,14.42780084,97.13176048,97.13176048,95.4375,95.01488095,100,1,49,100,49,84.1323437,1,FALSE
22004399,Grade 6,14.5,9.19047619,31.23809524,55.58411401,31,21,21.24170946,22.79801857,24.22617949,32.41964286,32.19642857,36.01219519,1,6,41.66666667,5,60.51457927,179,TRUE
22004402,Grade 4,8.985018727,8.086142322,39.25468165,69.65000678,229,92,17.49636715,15.79844228,38.91448864,38.49086968,40.21229247,35.18312902,1,2,50,2,51.4428506,1,FALSE
22004412,Grade 3,5.185185185,8.666666667,45.92592593,76.86773118,23,17,18.91260452,0,0,14.43965517,14.43965517,21.74447174,1,0,0,0,26.54809787,214,TRUE
22004428,Grade 5,3.136363636,1.696969697,55.21212121,91.67927367,66,36,9.2694953,69.29140988,83.7952381,75.81521739,72.82608696,82.88517442,1,5,100,5,75.12953368,1,FALSE
23000543,HM 6,11.83248731,5.203045685,47.6751269,73.91257444,174,101,19.28349301,90.35769984,91.45446812,85.83333333,84.14285714,98.76217532,1,5,58.33333333,4,63.99045258,0,FALSE
23000712,Grade 4,11.90344828,4.972413793,44.04137931,72.02309995,129,68,17.29799116,6.228869565,17.99545455,23.98975302,24.39552155,26.56243937,1,0,0,0,29.72339359,1,FALSE
23000717,Grade 3,14.10869565,9.945652174,35.28985507,59.6070485,207,102,21.1665956,47.30708693,80.88141737,75.47627005,81.10910704,57.35553679,1,15,100,15,82.12826797,0,FALSE
23000731,Grade 4,13.12605042,7.016806723,40.60504202,66.85679883,115,80,12.9570467,22.31185457,36.39806532,45.98955596,37.70945509,52.89408237,1,1,33.33333333,1,38.94127878,0,FALSE
23000773,BA 5,8,4.625,49.25,79.05241935,7,7,19.97677223,,,,,,0,0,0,0,33.33333333,210,TRUE
23000784,Grade 2,15.71264368,4.103448276,40.62068966,67.21503213,80,43,15.07133532,11.78387545,25.30944612,32.55515449,28.33292002,52.62992832,1,0,0,0,24.57144731,66,TRUE
23000803,Grade 4,7.279245283,2,50.98113208,84.73229429,254,129,12.56089797,68.16104189,90.5057013,84.34839727,87.52136137,75.38751213,1,14,61.53846154,12,53.65614844,1,FALSE
23000805,Grade 7,3.597609562,2.545816733,54.2749004,89.6582423,243,131,12.64405503,13.62975789,40.94433629,37.8576809,38.00721782,32.08125668,1,0,0,0,34.41778276,1,FALSE
